state,date,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline
Minnesota,2020-04-25,-40,-6,92,-45,-30,11
Minnesota,2020-04-26,-35,-10,121,-52,-33,8
Minnesota,2020-04-27,-29,-8,122,-50,-47,18
Minnesota,2020-04-28,-37,-14,-1,-56,-49,15
Minnesota,2020-04-29,-31,-6,74,-49,-48,19
Minnesota,2020-04-30,-30,-4,127,-47,-48,18
Minnesota,2020-05-01,-32,-1,79,-46,-47,19
Minnesota,2020-05-02,-35,2,112,-39,-29,9
Minnesota,2020-05-03,-28,-1,156,-45,-29,6
Minnesota,2020-05-04,-27,-2,76,-49,-45,17
Minnesota,2020-05-05,-27,1,67,-47,-46,19
Minnesota,2020-05-06,-27,0,119,-45,-46,18
Minnesota,2020-05-07,-30,0,88,-48,-46,19
Minnesota,2020-05-08,-31,2,65,-47,-46,19
Minnesota,2020-05-09,-36,4,39,-46,-28,11
Mississippi,2020-02-15,8,6,17,8,1,-1
Mississippi,2020-02-16,3,1,-12,4,-1,1
Mississippi,2020-02-17,2,2,-1,1,-15,4
Mississippi,2020-02-18,-2,0,-2,0,1,1
Mississippi,2020-02-19,3,1,-2,2,0,0
Mississippi,2020-02-20,-5,-4,-20,0,-1,3
Mississippi,2020-02-21,1,0,2,9,0,0
Mississippi,2020-02-22,6,5,20,12,2,-1
Mississippi,2020-02-23,4,2,12,12,1,0
Mississippi,2020-02-24,2,0,-9,2,-2,2
Mississippi,2020-02-25,10,3,24,10,-4,0
Mississippi,2020-02-26,22,8,9,15,-1,-1
Mississippi,2020-02-27,18,7,18,12,2,-2
Mississippi,2020-02-28,15,8,18,10,1,-3
Mississippi,2020-02-29,20,12,42,17,3,-4
Mississippi,2020-03-01,23,14,35,24,4,-2
Mississippi,2020-03-02,17,9,10,5,3,-1
Mississippi,2020-03-03,22,16,21,8,2,-2
Mississippi,2020-03-04,12,4,-6,4,-1,1
Mississippi,2020-03-05,16,10,21,10,2,-1
Mississippi,2020-03-06,10,5,24,11,0,-2
Mississippi,2020-03-07,14,10,41,23,3,-3
Mississippi,2020-03-08,16,9,45,22,2,-2
Mississippi,2020-03-09,12,8,24,8,-9,1
Mississippi,2020-03-10,16,11,39,8,-9,0
Mississippi,2020-03-11,15,10,36,12,-9,0
Mississippi,2020-03-12,14,24,45,12,-10,0
Mississippi,2020-03-13,5,21,23,9,-12,1
Mississippi,2020-03-14,3,21,41,10,0,-1
Mississippi,2020-03-15,2,17,32,10,-4,1
Mississippi,2020-03-16,4,25,24,4,-14,4
Mississippi,2020-03-17,-3,21,34,2,-18,6
Mississippi,2020-03-18,-5,17,32,0,-21,7
Mississippi,2020-03-19,-13,18,26,-3,-22,9
Mississippi,2020-03-20,-23,10,0,-12,-26,12
Mississippi,2020-03-21,-30,8,-1,-15,-18,9
Mississippi,2020-03-22,-36,-7,-6,-21,-27,9
Mississippi,2020-03-23,-26,0,4,-19,-29,12
Mississippi,2020-03-24,-28,-4,9,-13,-32,14
Mississippi,2020-03-25,-24,-5,26,-13,-34,13
Mississippi,2020-03-26,-26,-6,31,-17,-34,13
Mississippi,2020-03-27,-29,-9,21,-23,-35,14
Mississippi,2020-03-28,-34,-9,14,-25,-25,9
Mississippi,2020-03-29,-32,-7,27,-29,-30,9
Mississippi,2020-03-30,-26,-6,4,-23,-34,13
Mississippi,2020-03-31,-26,-3,-6,-21,-36,15
Mississippi,2020-04-01,-15,11,17,-17,-37,13
Mississippi,2020-04-02,-21,12,10,-21,-37,14
Mississippi,2020-04-03,-28,7,-6,-29,-39,16
Mississippi,2020-04-04,-47,-13,-22,-37,-31,13
Mississippi,2020-04-05,-43,-14,-8,-37,-35,11
Mississippi,2020-04-06,-32,-8,-8,-30,-40,15
Mississippi,2020-04-07,-35,-10,-16,-26,-42,17
Mississippi,2020-04-08,-31,-6,-4,-26,-42,16
Mississippi,2020-04-09,-30,-4,-2,-27,-42,17
Mississippi,2020-04-10,-32,-5,-9,-36,-50,20
Mississippi,2020-04-11,-35,1,-12,-38,-32,11
Mississippi,2020-04-12,-63,-44,-50,-49,-43,14
Mississippi,2020-04-13,-27,-9,-14,-28,-40,14
Mississippi,2020-04-14,-24,-6,-5,-22,-39,15
Mississippi,2020-04-15,-12,2,-1,-19,-39,13
Mississippi,2020-04-16,-19,-2,2,-21,-38,15
Mississippi,2020-04-17,-27,-9,-6,-29,-39,16
Mississippi,2020-04-18,-29,-5,-11,-29,-26,10
Mississippi,2020-04-19,-42,-22,-39,-41,-36,12
Mississippi,2020-04-20,-18,-4,0,-24,-36,13
Mississippi,2020-04-21,-15,0,16,-18,-37,13
Mississippi,2020-04-22,-18,-2,-5,-21,-38,14
Mississippi,2020-04-23,-25,-6,-16,-23,-39,16
Mississippi,2020-04-24,-23,-5,7,-23,-37,15
Mississippi,2020-04-25,-26,-2,3,-25,-25,9
Mississippi,2020-04-26,-22,-4,17,-25,-30,8
Mississippi,2020-04-27,-12,-1,6,-20,-34,12
Mississippi,2020-04-28,-14,1,9,-16,-35,7
Mississippi,2020-04-29,-11,2,-7,-18,-37,14
Mississippi,2020-04-30,-10,6,15,-14,-35,12
Mississippi,2020-05-01,-12,5,20,-16,-35,12
Mississippi,2020-05-02,-16,8,28,-15,-22,6
Mississippi,2020-05-03,-15,4,28,-20,-26,6
Mississippi,2020-05-04,-5,8,11,-15,-31,10
Mississippi,2020-05-05,-5,11,15,-10,-33,11
Mississippi,2020-05-06,-3,11,24,-9,-33,10
Mississippi,2020-05-07,-8,8,29,-9,-32,11
Mississippi,2020-05-08,-20,-3,-12,-19,-34,15
Mississippi,2020-05-09,-7,20,19,-10,-19,5
Missouri,2020-02-15,5,4,11,1,4,-1
Missouri,2020-02-16,13,7,45,3,3,-1
Missouri,2020-02-17,4,2,8,-2,-20,5
Missouri,2020-02-18,0,-2,11,2,2,0
Missouri,2020-02-19,9,1,-2,7,5,-2
Missouri,2020-02-20,1,0,1,3,3,0
Missouri,2020-02-21,10,-2,23,9,18,-2
Missouri,2020-02-22,7,10,63,8,6,-2
Missouri,2020-02-23,12,8,54,6,5,-1
Missouri,2020-02-24,-2,0,-15,-3,3,1
Missouri,2020-02-25,2,0,2,-1,2,0
Missouri,2020-02-26,13,2,-14,8,4,-2
Missouri,2020-02-27,8,4,10,5,4,-1
Missouri,2020-02-28,17,4,37,13,18,-3
Missouri,2020-02-29,15,12,84,11,6,-4
Missouri,2020-03-01,21,15,95,11,5,-3
Missouri,2020-03-02,9,8,19,1,4,-1
Missouri,2020-03-03,14,12,66,5,3,-2
Missouri,2020-03-04,18,10,28,11,6,-4
Missouri,2020-03-05,10,8,50,6,4,-1
Missouri,2020-03-06,16,3,67,13,18,-3
Missouri,2020-03-07,12,14,114,13,7,-3
Missouri,2020-03-08,20,16,119,14,5,-2
Missouri,2020-03-09,3,5,-8,-4,1,2
Missouri,2020-03-10,11,11,46,1,0,-1
Missouri,2020-03-11,19,13,50,10,4,-3
Missouri,2020-03-12,8,24,26,1,1,0
Missouri,2020-03-13,12,24,37,6,10,0
Missouri,2020-03-14,-6,18,-16,-3,1,3
Missouri,2020-03-15,-2,17,-8,-5,-2,2
Missouri,2020-03-16,-2,30,-11,-13,-14,6
Missouri,2020-03-17,-10,22,28,-11,-19,7
Missouri,2020-03-18,-12,20,2,-10,-24,8
Missouri,2020-03-19,-25,13,9,-19,-29,13
Missouri,2020-03-20,-24,13,9,-18,-22,13
Missouri,2020-03-21,-37,11,27,-17,-17,9
Missouri,2020-03-22,-40,-1,-41,-30,-26,9
Missouri,2020-03-23,-33,2,2,-31,-35,14
Missouri,2020-03-24,-44,-14,-16,-33,-42,18
Missouri,2020-03-25,-33,-6,47,-24,-41,14
Missouri,2020-03-26,-39,-10,73,-30,-43,17
Missouri,2020-03-27,-37,-13,50,-30,-36,18
Missouri,2020-03-28,-46,-12,32,-32,-28,12
Missouri,2020-03-29,-38,-12,73,-34,-32,9
Missouri,2020-03-30,-36,-11,41,-34,-43,16
Missouri,2020-03-31,-34,-5,49,-30,-45,17
Missouri,2020-04-01,-27,0,38,-25,-44,14
Missouri,2020-04-02,-36,-4,36,-32,-46,18
Missouri,2020-04-03,-36,-4,9,-32,-39,19
Missouri,2020-04-04,-48,-1,-24,-37,-31,13
Missouri,2020-04-05,-43,-6,5,-40,-34,10
Missouri,2020-04-06,-43,-13,14,-39,-46,18
Missouri,2020-04-07,-39,-10,65,-32,-48,17
Missouri,2020-04-08,-33,-6,38,-29,-47,15
Missouri,2020-04-09,-39,-6,19,-34,-48,19
Missouri,2020-04-10,-34,-5,44,-33,-45,19
Missouri,2020-04-11,-44,1,16,-36,-32,12
Missouri,2020-04-12,-62,-41,-27,-48,-42,11
Missouri,2020-04-13,-39,-14,-15,-38,-46,18
Missouri,2020-04-14,-37,-13,10,-34,-46,18
Missouri,2020-04-15,-22,-2,9,-24,-44,14
Missouri,2020-04-16,-32,-6,15,-31,-45,18
Missouri,2020-04-17,-34,-14,-7,-33,-38,19
Missouri,2020-04-18,-37,-6,55,-27,-27,10
Missouri,2020-04-19,-32,-10,41,-34,-31,8
Missouri,2020-04-20,-29,-8,41,-32,-44,16
Missouri,2020-04-21,-28,-5,82,-28,-46,16
Missouri,2020-04-22,-28,-7,-1,-26,-44,15
Missouri,2020-04-23,-33,-7,30,-31,-45,18
Missouri,2020-04-24,-30,-11,36,-29,-37,17
Missouri,2020-04-25,-39,-7,14,-29,-28,11
Missouri,2020-04-26,-25,-2,89,-26,-29,6
Missouri,2020-04-27,-25,-4,33,-29,-42,16
Missouri,2020-04-28,-26,-5,48,-26,-44,10
Missouri,2020-04-29,-21,-2,-9,-22,-43,14
Missouri,2020-04-30,-21,3,79,-22,-43,15
Missouri,2020-05-01,-18,1,108,-17,-35,13
Missouri,2020-05-02,-28,6,123,-14,-24,6
Missouri,2020-05-03,-23,1,48,-25,-26,6
Missouri,2020-05-04,-22,-4,0,-31,-40,15
Missouri,2020-05-05,-13,8,48,-22,-40,13
Missouri,2020-05-06,-10,5,35,-18,-39,11
Missouri,2020-05-07,-18,5,49,-23,-40,14
Missouri,2020-05-08,-13,4,62,-19,-32,13
Missouri,2020-05-09,-20,18,84,-14,-19,5
Montana,2020-02-15,4,2,-8,2,0,0
Montana,2020-02-16,9,2,-1,8,0,0
Montana,2020-02-17,6,1,10,-2,-24,5
Montana,2020-02-18,-2,-1,-2,1,2,0
Montana,2020-02-19,1,1,3,3,2,0
Montana,2020-02-20,6,1,4,5,2,-1
Montana,2020-02-21,4,1,3,4,2,-1
Montana,2020-02-22,8,6,5,5,1,-1
Montana,2020-02-23,10,5,-6,8,3,0
Montana,2020-02-24,1,0,-9,3,3,0
Montana,2020-02-25,4,1,10,6,2,0
Montana,2020-02-26,9,3,-1,5,2,-1
Montana,2020-02-27,12,3,8,8,1,-1
Montana,2020-02-28,11,6,20,8,1,-1
Montana,2020-02-29,14,8,-4,12,1,-2
Montana,2020-03-01,18,10,-1,14,5,-1
Montana,2020-03-02,9,5,-1,6,4,-1
Montana,2020-03-03,10,9,13,11,1,-1
Montana,2020-03-04,8,7,1,7,2,0
Montana,2020-03-05,12,11,19,9,2,-1
Montana,2020-03-06,9,7,30,8,2,-1
Montana,2020-03-07,11,8,7,11,1,-1
Montana,2020-03-08,11,7,-8,12,2,0
Montana,2020-03-09,8,7,12,7,3,-1
Montana,2020-03-10,8,7,19,6,1,-1
Montana,2020-03-11,6,9,7,6,1,0
Montana,2020-03-12,10,16,11,8,0,-1
Montana,2020-03-13,0,20,-16,1,-3,2
Montana,2020-03-14,-15,13,-44,-5,-6,4
Montana,2020-03-15,-14,10,-31,0,-6,4
Montana,2020-03-16,-2,29,10,2,-16,5
Montana,2020-03-17,-19,16,28,0,-22,7
Montana,2020-03-18,-27,5,10,-11,-26,10
Montana,2020-03-19,-29,2,2,-14,-28,11
Montana,2020-03-20,-33,6,20,-16,-29,12
Montana,2020-03-21,-41,1,34,-13,-26,8
Montana,2020-03-22,-39,-7,38,-20,-29,7
Montana,2020-03-23,-32,-5,31,-24,-31,11
Montana,2020-03-24,-35,-6,13,-22,-34,13
Montana,2020-03-25,-37,-9,8,-24,-36,14
Montana,2020-03-26,-33,2,21,-26,-36,14
Montana,2020-03-27,-35,8,8,-29,-36,15
Montana,2020-03-28,-59,-25,-2,-37,-36,13
Montana,2020-03-29,-51,-25,28,-37,-37,10
Montana,2020-03-30,-42,-19,19,-36,-40,14
Montana,2020-03-31,-45,-18,-6,-35,-42,17
Montana,2020-04-01,-47,-18,-22,-37,-44,18
Montana,2020-04-02,-45,-15,-11,-39,-44,18
Montana,2020-04-03,-44,-9,-9,-38,-42,19
Montana,2020-04-04,-49,-13,7,-37,-36,12
Montana,2020-04-05,-45,-17,23,-40,-36,9
Montana,2020-04-06,-37,-11,27,-37,-40,14
Montana,2020-04-07,-38,-11,39,-33,-43,15
Montana,2020-04-08,-37,-9,56,-33,-43,15
Montana,2020-04-09,-35,-6,78,-33,-43,14
Montana,2020-04-10,-38,-3,44,-34,-45,16
Montana,2020-04-11,-55,-11,-51,-46,-39,15
Montana,2020-04-12,-67,-37,-22,-52,-43,11
Montana,2020-04-13,-38,-15,6,-37,-40,15
Montana,2020-04-14,-38,-13,9,-35,-40,16
Montana,2020-04-15,-35,-10,-4,-35,-40,16
Montana,2020-04-16,-35,-6,30,-28,-39,15
Montana,2020-04-17,-37,-2,41,-26,-38,15
Montana,2020-04-18,-42,-7,8,-28,-32,10
Montana,2020-04-19,-36,-8,44,-31,-32,7
Montana,2020-04-20,-28,-2,72,-26,-37,11
Montana,2020-04-21,-31,1,93,-24,-39,12
Montana,2020-04-22,-32,-2,49,-26,-38,13
Montana,2020-04-23,-36,-3,10,-29,-38,15
Montana,2020-04-24,-35,0,37,-22,-37,14
Montana,2020-04-25,-37,1,53,-23,-30,7
Montana,2020-04-26,-28,1,79,-23,-29,5
Montana,2020-04-27,-24,1,28,-26,-33,11
Montana,2020-04-28,-23,7,90,-18,-35,3
Montana,2020-04-29,-22,7,101,-19,-35,10
Montana,2020-04-30,-23,5,43,-21,-35,12
Montana,2020-05-01,-23,13,72,-16,-33,11
Montana,2020-05-02,-23,15,93,-13,-25,4
Montana,2020-05-03,-21,7,31,-20,-24,5
Montana,2020-05-04,-8,11,60,-18,-27,8
Montana,2020-05-05,-10,15,94,-13,-29,8
Montana,2020-05-06,-15,8,33,-16,-30,10
Montana,2020-05-07,-13,10,46,-17,-30,10
Montana,2020-05-08,-16,12,59,-12,-29,10
Montana,2020-05-09,-13,24,84,-7,-19,3
Nebraska,2020-02-15,9,5,37,-1,-1,-1
Nebraska,2020-02-16,11,8,44,0,4,-1
Nebraska,2020-02-17,7,1,13,1,-14,4
Nebraska,2020-02-18,5,2,24,6,2,0
Nebraska,2020-02-19,-6,-3,-6,-2,1,1
Nebraska,2020-02-20,1,-1,4,3,1,1
Nebraska,2020-02-21,8,3,21,7,2,-1
Nebraska,2020-02-22,11,6,73,8,0,-2
Nebraska,2020-02-23,11,6,43,7,5,-1
Nebraska,2020-02-24,4,6,24,4,3,0
Nebraska,2020-02-25,2,-3,10,0,1,1
Nebraska,2020-02-26,10,6,15,6,2,-1
Nebraska,2020-02-27,6,2,14,7,2,0
Nebraska,2020-02-28,12,9,33,11,4,-3
Nebraska,2020-02-29,14,11,86,10,2,-3
Nebraska,2020-03-01,17,13,56,9,6,-2
Nebraska,2020-03-02,9,8,28,3,3,-1
Nebraska,2020-03-03,10,10,55,1,2,-1
Nebraska,2020-03-04,12,11,58,8,2,-2
Nebraska,2020-03-05,8,6,23,8,1,-1
Nebraska,2020-03-06,11,9,51,14,1,-2
Nebraska,2020-03-07,11,12,84,13,0,-2
Nebraska,2020-03-08,13,13,90,15,3,-2
Nebraska,2020-03-09,2,5,-1,-1,-4,2
Nebraska,2020-03-10,5,6,29,4,-4,1
Nebraska,2020-03-11,9,14,65,8,-4,0
Nebraska,2020-03-12,8,23,34,8,-7,2
Nebraska,2020-03-13,3,32,16,2,-11,3
Nebraska,2020-03-14,-17,5,-25,-10,-6,7
Nebraska,2020-03-15,-12,10,-20,-5,-2,4
Nebraska,2020-03-16,-5,29,8,-4,-14,7
Nebraska,2020-03-17,-17,17,29,-1,-20,10
Nebraska,2020-03-18,-22,14,17,-8,-24,11
Nebraska,2020-03-19,-33,0,-15,-22,-28,15
Nebraska,2020-03-20,-33,4,-15,-18,-29,16
Nebraska,2020-03-21,-38,0,15,-9,-14,11
Nebraska,2020-03-22,-40,-11,-4,-21,-22,9
Nebraska,2020-03-23,-30,-4,29,-17,-31,13
Nebraska,2020-03-24,-32,-8,69,-14,-33,15
Nebraska,2020-03-25,-30,-5,77,-13,-34,14
Nebraska,2020-03-26,-34,-10,37,-15,-35,16
Nebraska,2020-03-27,-34,-6,17,-19,-34,17
Nebraska,2020-03-28,-44,-13,-18,-24,-21,13
Nebraska,2020-03-29,-34,-9,109,-18,-24,8
Nebraska,2020-03-30,-30,-8,83,-18,-35,14
Nebraska,2020-03-31,-29,-7,99,-13,-37,15
Nebraska,2020-04-01,-27,2,98,-13,-38,15
Nebraska,2020-04-02,-40,-9,-2,-22,-39,19
Nebraska,2020-04-03,-40,-7,-23,-26,-39,20
Nebraska,2020-04-04,-43,-5,13,-22,-24,13
Nebraska,2020-04-05,-40,-8,56,-25,-27,9
Nebraska,2020-04-06,-33,-6,75,-21,-38,15
Nebraska,2020-04-07,-31,-5,128,-15,-41,16
Nebraska,2020-04-08,-33,-3,55,-20,-41,16
Nebraska,2020-04-09,-36,-7,16,-22,-41,18
Nebraska,2020-04-10,-34,1,33,-21,-45,19
Nebraska,2020-04-11,-39,4,52,-21,-29,11
Nebraska,2020-04-12,-69,-47,-57,-45,-43,13
Nebraska,2020-04-13,-35,-12,-1,-27,-41,17
Nebraska,2020-04-14,-36,-14,10,-21,-40,18
Nebraska,2020-04-15,-25,0,29,-16,-40,16
Nebraska,2020-04-16,-43,-18,-28,-34,-42,22
Nebraska,2020-04-17,-33,-8,-1,-21,-39,20
Nebraska,2020-04-18,-33,-5,62,-12,-21,10
Nebraska,2020-04-19,-31,-10,57,-19,-25,8
Nebraska,2020-04-20,-24,-6,62,-16,-38,15
Nebraska,2020-04-21,-25,-7,97,-12,-40,16
Nebraska,2020-04-22,-25,-2,76,-12,-40,15
Nebraska,2020-04-23,-27,-5,71,-12,-40,17
Nebraska,2020-04-24,-30,-5,20,-16,-41,18
Nebraska,2020-04-25,-33,-4,68,-10,-24,10
Nebraska,2020-04-26,-26,-5,98,-14,-25,7
Nebraska,2020-04-27,-20,-2,111,-10,-38,14
Nebraska,2020-04-28,-24,-5,66,-10,-40,10
Nebraska,2020-04-29,-23,0,53,-7,-40,16
Nebraska,2020-04-30,-22,0,105,-6,-40,15
Nebraska,2020-05-01,-20,6,111,-2,-39,14
Nebraska,2020-05-02,-29,1,75,-5,-23,9
Nebraska,2020-05-03,-22,0,113,-8,-21,6
Nebraska,2020-05-04,-19,-1,22,-16,-37,16
Nebraska,2020-05-05,-15,5,69,-6,-37,15
Nebraska,2020-05-06,-19,4,70,-7,-37,14
Nebraska,2020-05-07,-23,-1,29,-11,-38,17
Nebraska,2020-05-08,-18,10,74,-2,-36,14
Nebraska,2020-05-09,-23,12,52,-3,-20,8
Nevada,2020-02-15,3,2,8,2,-2,0
Nevada,2020-02-16,6,3,36,1,0,-1
Nevada,2020-02-17,5,0,31,-2,-28,6
Nevada,2020-02-18,2,1,6,4,1,0
Nevada,2020-02-19,1,1,11,8,1,0
Nevada,2020-02-20,4,1,8,4,1,0
Nevada,2020-02-21,2,2,13,2,1,0
Nevada,2020-02-22,0,-3,-12,-2,-2,1
Nevada,2020-02-23,5,4,27,5,0,-1
Nevada,2020-02-24,3,3,14,4,3,0
Nevada,2020-02-25,5,3,6,2,-2,1
Nevada,2020-02-26,9,6,12,6,2,-1
Nevada,2020-02-27,8,5,12,5,1,-1
Nevada,2020-02-28,6,4,12,2,2,-1
Nevada,2020-02-29,7,6,4,4,0,-1
Nevada,2020-03-01,7,4,3,0,-1,0
Nevada,2020-03-02,6,7,1,-1,3,0
Nevada,2020-03-03,9,11,9,-1,2,-1
Nevada,2020-03-04,7,9,14,4,1,-1
Nevada,2020-03-05,6,10,13,1,1,-1
Nevada,2020-03-06,3,7,14,-2,2,0
Nevada,2020-03-07,2,5,0,0,0,0
Nevada,2020-03-08,4,7,22,0,0,0
Nevada,2020-03-09,4,8,15,0,-7,1
Nevada,2020-03-10,2,7,-5,-6,-1,1
Nevada,2020-03-11,5,11,11,-1,0,1
Nevada,2020-03-12,2,13,-3,-8,-1,1
Nevada,2020-03-13,1,24,-8,-11,-4,3
Nevada,2020-03-14,-6,22,-19,-9,-5,3
Nevada,2020-03-15,-6,21,-2,-17,-7,3
Nevada,2020-03-16,-5,28,-14,-19,-20,7
Nevada,2020-03-17,-12,21,-25,-23,-26,9
Nevada,2020-03-18,-27,12,-36,-29,-36,14
Nevada,2020-03-19,-36,-2,-39,-45,-43,17
Nevada,2020-03-20,-38,-3,-42,-49,-45,20
Nevada,2020-03-21,-46,-13,-41,-48,-46,15
Nevada,2020-03-22,-46,-19,-24,-57,-49,13
Nevada,2020-03-23,-41,-16,-37,-54,-48,18
Nevada,2020-03-24,-40,-14,-36,-51,-50,19
Nevada,2020-03-25,-41,-15,-42,-51,-51,20
Nevada,2020-03-26,-42,-16,-43,-56,-51,21
Nevada,2020-03-27,-43,-17,-44,-57,-52,22
Nevada,2020-03-28,-47,-19,-49,-54,-50,16
Nevada,2020-03-29,-47,-23,-38,-62,-52,14
Nevada,2020-03-30,-40,-16,-29,-56,-51,18
Nevada,2020-03-31,-37,-12,-28,-51,-52,19
Nevada,2020-04-01,-37,-7,-29,-50,-52,20
Nevada,2020-04-02,-40,-12,-36,-57,-54,21
Nevada,2020-04-03,-41,-12,-37,-57,-53,22
Nevada,2020-04-04,-48,-16,-53,-57,-53,17
Nevada,2020-04-05,-49,-22,-46,-64,-55,15
Nevada,2020-04-06,-43,-18,-46,-59,-54,20
Nevada,2020-04-07,-42,-17,-41,-55,-55,21
Nevada,2020-04-08,-43,-16,-42,-54,-55,21
Nevada,2020-04-09,-43,-17,-45,-57,-56,22
Nevada,2020-04-10,-44,-16,-44,-59,-56,24
Nevada,2020-04-11,-45,-13,-43,-55,-53,16
Nevada,2020-04-12,-61,-32,-48,-64,-56,14
Nevada,2020-04-13,-46,-19,-37,-56,-52,20
Nevada,2020-04-14,-44,-16,-34,-51,-53,20
Nevada,2020-04-15,-38,-11,-31,-48,-53,20
Nevada,2020-04-16,-40,-14,-36,-54,-53,20
Nevada,2020-04-17,-44,-17,-42,-55,-53,22
Nevada,2020-04-18,-47,-17,-51,-53,-51,16
Nevada,2020-04-19,-46,-19,-33,-60,-52,13
Nevada,2020-04-20,-42,-18,-38,-54,-51,19
Nevada,2020-04-21,-39,-14,-32,-50,-52,20
Nevada,2020-04-22,-39,-12,-29,-48,-52,20
Nevada,2020-04-23,-41,-14,-35,-53,-53,20
Nevada,2020-04-24,-42,-16,-37,-53,-53,21
Nevada,2020-04-25,-45,-15,-44,-51,-50,15
Nevada,2020-04-26,-44,-17,-28,-58,-52,12
Nevada,2020-04-27,-38,-13,-31,-52,-50,18
Nevada,2020-04-28,-35,-8,-30,-48,-52,11
Nevada,2020-04-29,-36,-7,-34,-46,-52,19
Nevada,2020-04-30,-36,-8,-36,-50,-52,19
Nevada,2020-05-01,-37,-8,-36,-50,-51,20
Nevada,2020-05-02,-41,-8,-44,-47,-48,13
Nevada,2020-05-03,-40,-11,-26,-55,-48,11
Nevada,2020-05-04,-35,-7,-27,-50,-48,17
Nevada,2020-05-05,-32,-1,-25,-45,-49,17
Nevada,2020-05-06,-35,-6,-27,-44,-49,18
Nevada,2020-05-07,-35,-6,-27,-48,-50,18
Nevada,2020-05-08,-37,-5,-32,-49,-49,19
Nevada,2020-05-09,-36,2,-40,-45,-44,12
New Hampshire,2020-02-15,3,-2,6,18,2,0
New Hampshire,2020-02-16,10,0,21,11,4,-1
New Hampshire,2020-02-17,21,8,55,13,-21,5
New Hampshire,2020-02-18,-12,-11,-6,12,-1,3
New Hampshire,2020-02-19,7,2,10,15,0,1
New Hampshire,2020-02-20,7,2,16,17,3,0
New Hampshire,2020-02-21,1,-3,9,12,1,1
New Hampshire,2020-02-22,4,-3,39,27,3,-1
New Hampshire,2020-02-23,6,-2,40,28,4,-2
New Hampshire,2020-02-24,5,-2,58,13,-9,1
New Hampshire,2020-02-25,4,-3,14,10,-10,1
New Hampshire,2020-02-26,8,1,-1,6,-10,1
New Hampshire,2020-02-27,1,-7,-6,5,-11,3
New Hampshire,2020-02-28,2,-2,5,4,-10,2
New Hampshire,2020-02-29,4,-2,8,13,1,-2
New Hampshire,2020-03-01,10,3,-10,23,3,-1
New Hampshire,2020-03-02,6,3,11,9,3,-1
New Hampshire,2020-03-03,8,6,43,16,2,-1
New Hampshire,2020-03-04,5,2,-4,7,2,0
New Hampshire,2020-03-05,6,7,25,8,4,0
New Hampshire,2020-03-06,1,-1,3,3,3,1
New Hampshire,2020-03-07,7,2,15,9,4,-1
New Hampshire,2020-03-08,9,3,45,20,3,-1
New Hampshire,2020-03-09,9,6,97,7,2,-1
New Hampshire,2020-03-10,8,6,31,5,-1,1
New Hampshire,2020-03-11,7,9,13,4,0,1
New Hampshire,2020-03-12,7,30,12,2,1,1
New Hampshire,2020-03-13,-1,31,-23,-13,-3,4
New Hampshire,2020-03-14,-5,20,23,-4,0,2
New Hampshire,2020-03-15,-6,10,24,-7,-3,3
New Hampshire,2020-03-16,-1,28,22,-11,-16,7
New Hampshire,2020-03-17,-22,17,-12,-14,-25,12
New Hampshire,2020-03-18,-23,15,61,-17,-29,13
New Hampshire,2020-03-19,-33,6,-24,-30,-32,17
New Hampshire,2020-03-20,-33,13,11,-37,-34,18
New Hampshire,2020-03-21,-39,-2,37,-31,-24,11
New Hampshire,2020-03-22,-41,-15,32,-38,-28,9
New Hampshire,2020-03-23,-38,-10,-18,-38,-39,17
New Hampshire,2020-03-24,-42,-16,-7,-36,-45,21
New Hampshire,2020-03-25,-38,-9,-5,-36,-43,20
New Hampshire,2020-03-26,-34,-2,60,-36,-43,19
New Hampshire,2020-03-27,-37,-6,44,-47,-42,20
New Hampshire,2020-03-28,-51,-22,25,-49,-34,13
New Hampshire,2020-03-29,-58,-35,-63,-63,-38,13
New Hampshire,2020-03-30,-43,-21,-26,-50,-46,20
New Hampshire,2020-03-31,-39,-13,30,-41,-47,20
New Hampshire,2020-04-01,-39,-12,9,-41,-48,21
New Hampshire,2020-04-02,-44,-16,-28,-50,-48,23
New Hampshire,2020-04-03,-47,-16,-39,-58,-48,25
New Hampshire,2020-04-04,-48,-21,18,-49,-36,14
New Hampshire,2020-04-05,-48,-26,15,-57,-37,11
New Hampshire,2020-04-06,-36,-16,74,-46,-48,19
New Hampshire,2020-04-07,-38,-14,63,-42,-49,20
New Hampshire,2020-04-08,-40,-16,17,-46,-50,22
New Hampshire,2020-04-09,-47,-21,-31,-53,-50,24
New Hampshire,2020-04-10,-43,-12,-20,-58,-51,25
New Hampshire,2020-04-11,-42,-7,4,-51,-37,13
New Hampshire,2020-04-12,-65,-62,25,-61,-46,12
New Hampshire,2020-04-13,-46,-27,-40,-59,-50,22
New Hampshire,2020-04-14,-35,-15,54,-44,-48,20
New Hampshire,2020-04-15,-31,-12,26,-47,-48,21
New Hampshire,2020-04-16,-36,-14,14,-48,-48,22
New Hampshire,2020-04-17,-39,-16,8,-56,-47,23
New Hampshire,2020-04-18,-49,-27,-37,-58,-37,15
